Title,ASIN,Batterylife_hrs,Batteries,Best_seller_rank,Brand,Card_Description,Color,Comp_memory_type,First_date_avai,Memory_size,Graphic_coprocessor,Hardware_Platform,Item_Dimension,Model_number,MaxScreen_res,OS,Power_source,Processor_brand,Processor_count,Prod_dimension,Screen_resolution,Series,Display_size
"LG 15Z90N-N.APS8U1 15.6” Gram Laptop with Intel Core i5 Processor, FHD IPS Screen, 8GB DDR4 RAM & 512 GB SSD, & Windows 10 Professional (64 bit) OS",B087JX99PY,18.5,2 Lithium ion batteries required. (included),210527,LG,Integrated,,DDR4 SDRAM,2020-04-23,512,Intel Iris Plus Graphics,,18.4 x 10.7 x 2.4 ,15Z90N-N.APS8U1,1920 x 1080 ,Windows 10 Pro,Battery Powered,I5-1035G7,1,18.4 x 10.7 x 2.4 ,1920 x 1080 pixels,15Z90N-N.APS8U1,15.6
"Lenovo ThinkPad X1 Yoga 20FQ 14"" Flip Design 2-in-1 Ultrabook, i7-6500U, 8 GB RAM, 256 GB SSD, 14"" FHD (1920x1080) IPS Anti-glare, Back-lit, Windows 10 Pro (20FQ001VUS)",B01N41IP75,,1 Lithium ion batteries required.,67703,Lenovo,Integrated,Black,DDR3 SDRAM,2016-12-02,256,Intel HD Graphics 520,PC,13.11 x 9.02 x 0.66 ,Lenovo Thinkpad X1 Yoga,,Windows 10,AC & Battery,Intel,2,13.11 x 9.02 x 0.66 ,1920x1080,Lenovo Thinkpad X1 Yoga,14
"Lenovo ThinkPad X13 Yoga Gen 1 13.3"" Touchscreen 2 in 1 Notebook, Intel Core i7-10510U, 16GB RAM, 512GB SSD (20SX001QUS)",B08H5TPMX5,,1 Lithium ion batteries required. (included),77382,Lenovo,,Black,DDR4 SDRAM,2020-09-01,,Intel UHD Graphics,PC,,20SX001QUS,1920 x 1080 ,Windows 10 Pro,,Intel Core i7-10510U,1,,1920 x 1080,ThinkPad X13 Yoga Gen 1,13.3
ASUS Taichi 21-DH51 11-Inch Convertible 2in1 (OLD VERSION),B009F1IHZK,,1 Lithium Polymer batteries required. (included),28410,ASUS,Integrated,Black and silver,SODIMM,2012-10-12,128,Intel HD Graphics 4000,PC,12 x 0.6 x 7.8 ,Taichi21-DH51,1920x1080,Windows 8,,Intel Core I5,2,12 x 0.6 x 7.8 ,1920_x_1080,TAICHI21,11.6
"Lenovo ThinkPad T590 20N4001VUS 15.6"" Notebook - 3840 X 2160 - Core i7 i7-8565U - 16 GB RAM - 512 GB SSD - Black - Windows 10 Pro 64-bit - Intel UHD Graphics 620 - in-Plane Switching (IPS) Techno",B07YV7G1K2,,,80630,Lenovo,Integrated,,Unknown,2019-10-08,512,Intel UHD Graphics 620,,,20N4001VUS,3840 x 2160,Windows 10 Home,Battery Powered,,1,,,Lenovo Thinkpad,15.6
"Acer ConceptD 5 Pro CN515-71P-72PQ Creator Laptop, Intel i7-9750H, NVIDIA Quadro T1000, NVIDIA Studio, 15.6"" 4K Ultra HD IPS, 100% Adobe RGB, Pantone Validated, Delta E<2, 32GB DDR4, 512GB NVMe SSD",B08CPNGMZN,6,1 Lithium ion batteries required. (included),,Acer,Integrated,,,2020-07-04,512,,,14.31 x 10.01 x 0.91 ,CN515-71P-72PQ,,Windows 10 Pro,Battery Powered,Intel,6,14.31 x 10.01 x 0.91 ,,CN515-71P-72PQ,15.6
"Dell Latitude 5410 Laptop - 14"" FHD AG - 1.6 GHz Intel Core i5-10210U Quad-Core - 500GB HDD - 8GB - Windows 10 pro",B08BW6DGG6,,1 9V batteries required. (included),54464,,,,,2020-11-20,,,,,Latitude 5410,,,,,,,,,
"Dell N6PNV Latitude 7390 13.3"" 1920 X 1080 Touchscreen LCD 2 in 1 Laptop with Intel Core i5-8350U Quad-Core 1.7 GHz, 8GB LPDDR3, 256GB SSD",B07JB2LFGR,,1 Lithium ion batteries required. (included),182214,Dell,Integrated,Black,Unknown,2018-10-19,,Intel UHD Graphics 620,,17 x 2.95 x 11 ,N6PNV,1920 x 1080 ,Windows 10 Pro,,Intel,4,17 x 2.95 x 11 ,,Dell Latitude,13.3
"Dell Latitude 7410 Laptop (Carbon Fiber) - 14"" FHD Display W/IR Cam - 1.8 GHz Intel Core i7-10610U Quad-Core - 512GB SSD - 16GB - Windows 10 pro",B08GN34GPW,,1 9V batteries required. (included),42014,Dell,,,GDDR4,2020-12-01,512,Integrated Intel UHD Graphics,PC,,7410,1920 x 1080 ,Windows 10 Pro,,Intel,1,,,Latitude 7410,14
"MSI Creator 15 A10SFT-053 15.6"" FHD Finger Touch Panel, 60Hz 72%NTS Thin and Light Professional Laptop Intel Core i7-10875H RTX2070 16GB DDR4 512TB NVMe SSD TB3 Win10PRO VR Ready",B08JD7NPBQ,,,75842,MSI,Dedicated,Space Gray with Silver Diamond cut,,2020-09-12,16,NVIDIA GeForce RTX 2070,PC,9.8 x 14.1 x 0.72 ,Creator 15 A10SFT-053,1920 x 1080 ,Windows 10 Pro,Battery Powered,Intel,8,9.8 x 14.1 x 0.72 ,,Creator 15 A10SFT-053,15.6
"Dell Mobile Precision 3550 Laptop - 15.6"" FHD AG Display - 1.1 GHz Intel Core i7-10810U 6 Core - 16GB - 256GB SSD - Quadro P520 - Win10 pro",B08BVTZR68,,1 9V batteries required. (included),,Dell,Dedicated,,DDR4 SDRAM,,,Nvidia Quadro P520 w/ 2GB GDDR 5,PC,,9463937000,1920 x 1080 ,Windows 10 Pro,,Intel,6,,,Precision 3550,15.6
"MISC HP EliteBook x360 830 G6 13.3"" Touchscreen 2 in 1 Notebook - 1920 x 1080 - Core i5 i5-8265U - 16 GB RAM - 32 GB Optane Memory - 256 GB SSD - Windows 10 Pro 64-bit - Intel UHD Graphics 620 - in-pl",B07SS5R6TF,,,123964,MISC,Integrated,,Unknown,2019-06-30,256,Intel UHD Graphics 620,Windows,8.5 x 12.1 x 0.7 ,7NK29UT,1920 x 1080,Windows 10 Home,Battery Powered,,1,8.5 x 12.1 x 0.7 ,,EliteBook,13.3
"ConceptD 5 Pro CN517-71P-72DN Creator Laptop, Intel i7-9750H, NVIDIA Quadro RTX 3000, NVIDIA RTX Studio, 17.3"" 4K Ultra HD IPS, 100% Adobe RGB, Pantone Validated, Delta E<2, 32GB DDR4, 1TB NVMe SSD",B08CPKPQ1Z,6,1 Lithium ion batteries required. (included),267028,Acer,Integrated,,,2020-03-30,1,,,15.89 x 11.02 x 0.97 ,CN517-71P-72DN,,Windows 10 Pro,Battery Powered,Intel,6,15.89 x 11.02 x 0.97 ,,CN517-71P-72DN,17.3
"Dell XPS 13 Laptop 13.3"", UHD, Intel Core i7-8565U, Intel UHD 620 Graphics, 256GB SSD Storage, 16GB RAM, XPS9380-7977SLV-PUS",B07RCZW3D4,,,91857,Dell,Integrated,Silver,Unknown,2019-05-02,16,Intel UHD Graphics 620,,7.83 x 3.24 x 0.46 ,XPS9380-7977SLV-PUS,3840 X 2160,Windows 10 Home,"Corded-Electric, Battery",,1,7.83 x 3.24 x 0.46 ,,DELL XPS 13 9380,13.3
"Dell Latitude 14 7400 14"" Notebook - Intel Core i7-8665U - 8GB RAM - 256GB SSD",B07VRRMSXM,,1 Lithium Polymer batteries required. (included),84181,Dell,Integrated,,DDR4 SDRAM,2019-07-25,8,Intel UHD Graphics 620,PC,8.42 x 12.65 x 0.75 ,7400,1920 x 1080 ,Windows 10 Pro,Corded-Electric,Intel,1,8.42 x 12.65 x 0.75 ,,7400,14
"Lenovo ThinkPad T490s Laptop - 14"" FHD W/ IR Camera - 1.9 GHz Intel Core i7-8665U Quad-Core -1TB SSD - 16GB - Windows 10 pro",B08HVSL3RG,,1 9V batteries required. (included),79548,Lenovo,Integrated,,DDR2 SDRAM,2020-09-11,1 TB,Intel UHD Graphics 620,PC,,T490S,1920 x 1080 ,Windows 10 Pro,,Intel,4,,,T490S,14
"Lenovo ThinkPad P43s 20RH000PUS 14"" Mobile Workstation - 2560 x 1440 - Core i7 i7-8665U - 16 GB RAM - 512 GB SSD - Glossy Black - Windows 10 Pro 64-bit - NVIDIA Quadro P520 with 2 GB - in-Plane S",B07W3WSMRB,,,35574,Lenovo,Dedicated,,Unknown,2019-08-04,512,Core i7,,13 x 8.9 x 0.7 ,20RH000PUS,2560 x 1440,Windows 10 Home,,,1,13 x 8.9 x 0.7 ,,Lenovo Thinkpad,14
"Acer Predator Triton 500 PT515-52-77P9 Gaming Laptop, Intel Core i7-10750H, NVIDIA GeForce RTX 2080 Super, 15.6"" FHD NVIDIA G-SYNC Display, 300Hz, 32GB Dual-Channel DDR4, 1TB NVMe SSD, RGB Backlit KB",B086W3757D,5,1 Lithium ion batteries required. (included),97755,Acer,RTX 2080 Super,,DDR4 SDRAM,2020-06-22,1,NVIDIA GeForce RTX 2080 Super,,14.11 x 10.04 x 0.7 ,PT515-52-77P9,1920 x 1080,Windows 10 Home,Battery Powered,Intel,6,14.11 x 10.04 x 0.7 ,,PT515-52-77P9,15.6
"Lenovo Thinkpad T470p Laptop - 20J6003KUS (14” FHD, Intel Core i7-7820HQ 2.90GHz, 16GB DDR4, NVIDA Geforce 940MX, 512GB SSD, Windows 10 Pro 64)",B07311JH7N,,1 Lithium ion batteries required.,45713,,,,,2017-05-18,,,,,20J6003KUS,,,,,,13.35 x 9.25 x 0.96 ,,,
"HP ZBook 15u G5 - Mobile Workstation - 15.6"" Laptop - Intel Core i5-8350u - 8th Gen - 1.70 GHz - 8GB Memory - 256GB SSD - Windows 10 Pro 64-Bit - New",B08L9MNVFF,14,11 Lithium ion batteries required. (included),,HP,,Silver,DDR4 SDRAM,2020-10-16,256,AMD Pro,PC,10 x 14 x 1 ,HP ZBook,3840 x 2160 MP,Windows 10,Battery Powered,Intel,4,10 x 14 x 1 ,,Dell Precision,15
"Razer Blade Stealth 13 Ultrabook Laptop: Intel Core i7-1065G7 4 Core, Intel Iris Plus, 13.3"" FHD 1080p 60Hz, 16GB RAM, 256GB SSD, CNC Aluminum, Chroma RGB, Thunderbolt 3, Mercury White (Renewed)",B088NN8JRV,8,1 Lithium ion batteries required. (included),88889,Razer,Dedicated,Mercury White,,2020-05-15,16,Intel Iris Plus Graphics,PC,8.27 x 11.99 x 0.6 ,,1920 x 1080 ,Windows 10,,Intel,4,8.27 x 11.99 x 0.6 ,,Blade Stealth 13,13.3
"Lenovo ThinkPad P43S Laptop i7-8565U 8GB RAM 256GB SSD NVIDIA P520 14"" FHD 1920X1080 Windows 10 PRO",B087ZH5551,,,175554,Lenovo,Dedicated,Black,DDR4 SDRAM,2020-05-02,256,NVIDIA Quadro P520,PC,12.95 x 8.94 x 0.7 ,20RHS00100,1920x1080 ,Windows 10,Battery Powered,Intel,4,12.95 x 8.94 x 0.7 ,,Lenovo ThinkPad P43S,14
"Lenovo ThinkPad T14 Gen 1 20S0004UUS 14"" Yes Notebook - Full HD - 1920 x 1080 - Intel Core i7 (10th Gen) i7-10610U Quad-core (4 Core) 1.8GHz - 16GB RAM - 1TB SSD - Black",B08FBJFTPS,,1 Lithium ion batteries required. (included),151048,Lenovo,,,,2020-08-05,1,,,,20S0004UUS,1920 x 1080,Windows 10 Pro,,Intel,1,,,20S0004UUS,14
"Refurbished Dell - XPS 15.6"" 4K Ultra HD Touch-Screen Laptop Silver",B07WCSJVP4,,1 Lithium ion batteries required.,66227,Dell,Dedicated,,DDR4 SDRAM,2019-08-13,16,NVIDIA GeForce GTX 1650,PC,9.27 x 14.06 x 0.66 ,,4K UHD (3840 x 2160),Windows 10,,Intel,1,9.27 x 14.06 x 0.66 ,,XPS 15 7590,15.6
"Dell XPS 9380 Laptop, 13.3"" FHD (1920x1080), Intel Core 8th Gen i7-8565U, 16GB RAM, 512 GB PCIe SSD, Windows 10 Home",B07NRKMDH3,,1 Lithium ion batteries required. (included),68557,Dell,Integrated,Silver,DDR SDRAM,2019-02-14,512,Intel UHD Graphics 620,PC,4 x 15 x 17 ,Dell XPS 9380,3840x2160 ,Windows 10 Home,Battery Powered,Intel,4,4 x 15 x 17 ,,Dell XPS 9380,13.3
"Dell Latitude 5300 Laptop - 13.3"" FHD WVA AG - 1.9GHz Intel Core i7-8665U Quad-Core - 256GB SSD - 16GB - Windows 10 pro - Pro Support Plus",B07SSJX2T3,,1 9V batteries required. (included),139768,Dell,,Black,DDR4 SDRAM,2020-01-08,256,Intel UHD 620 Graphics,PC,12 x 8.17 x 0.76 ,7772951000,1920 x 1080 ,Windows 10 Pro,,Intel,4,12 x 8.17 x 0.76 ,,Latitude 5300,13.3
"Dell Latitude 9410 14"" 2 in 1 Notebook - Intel Core i5 i5-10310U 1.7GHz",B08B3YBJDL,,,53414,Dell,,,,2020-06-12,,,,,CF4P1,,,,Intel,,,,Dell Latitude,14
Lenovo IdeaPad Yoga 11 11.6-Inch 2 in 1 Convertible Touchscreen Laptop (59342980),B009AEPIPE,10,1 Lithium ion batteries required. (included),90806,Lenovo,Dedicated,Silver Grey,DIMM,2012-12-12,64,NVIDIA GeForce GFX,PC,11.7 x 8 x 0.61 ,59342980,1366x768,Windows RT,Battery Powered,NVIDIA,1,11.7 x 8 x 0.61 ,,Ideapad Yoga 11,11.6
"Dell Latitude 7200 Multi-Touch 2-in-1 Laptop - 12.3"" FHD Touchscreen AG - 1.6 GHz Intel Core i5-8365U Quad-Core - 16GB - 256GB SSD - Win10 pro - Mobile Broadband",B07SJMHJPR,,1 Lithium ion batteries required. (included),306078,Dell,,Gray,DDR4 SDRAM,2020-04-22,512,Integrated Intel UHD 620 Graphics,PC,11.5 x 8.22 x 0.48 ,2F1K9,1920 x 1080 ,Windows 10 Pro,,Intel,1,11.5 x 8.22 x 0.48 ,,7200,12.3
"Dell Chromebook 11 3100 Celeron N4000 2.6 GHz 4GB 32GB eMMC AC BT WC 11.6"" HD MT Chrome OS",B07QF1169F,,1 Lithium ion batteries required. (included),14252,Dell,,,Unknown,2019-04-10,32,,,8.2 x 12 x 0.8 ,30J93,1366 x 768,Chrome OS,Battery Powered,,1,8.2 x 12 x 0.8 ,,30J93,11.6
"Lenovo ThinkPad X1 Carbon 7th Gen 20QD000KUS 14"" HDR 400 UHD (3840x2160) Dolby Vision - Core i7-8665U - 16 GB RAM - 512 GB SSD - Black - Windows 10 Pro 64-bit",B07YL8XRGB,,1 Lithium ion batteries required. (included),112263,,,,,2019-09-30,,,,,20QD000KUS,,,,,,12.72 x 8.54 x 0.59 ,,,
"Lenovo ThinkPad X1 Carbon 6th Gen 14"" LCD Ultrabook Intel Core i5 (8th Gen) i5-8250U Quad-core 1.6GHz 8GB LPDDR3 256GB SSD Windows 10 Pro 64-bit",B07GTMCH5Y,15,1 Lithium ion batteries required.,66192,IBM,Integrated,Black,DDR3 SDRAM,2018-08-25,256,Intel UHD Graphics 620,PC,,20KH-002SUS,,Windows 10,AC & Battery,Intel,4,,1920x1080,Thinkpad X1 Carbon 6th Generation,14
Lenovo 20QT0023US TopSeller ThinkPad P1 i7-9750H Syst 2.6G 16GB 512GB SSD 15.6In W10P,B07W8VMHCG,,,197467,Lenovo,Integrated,,Unknown,2019-08-07,512,Intel UHD Graphics 630,,14.2 x 9.7 x 0.7 ,20QT0023US,1920X1080 ,Windows 10 Pro,,Intel,1,14.2 x 9.7 x 0.7 ,,Lenovo Thinkpad,15.6
"Lenovo ThinkPad T495 Laptop - 14"" FHD IPS Display - 2.1 GHz AMD Ryzen 5 PRO 3500U Quad-Core - 256GB SSD - 8GB - Windows 10 pro - Premier Support",B08JMB3TK2,,1 9V batteries required. (included),101674,Lenovo,,,DDR4 SDRAM,2020-09-21,256,Integrated AMD Radeon Vega 8 Graphics,PC,,T495,1920 x 1080 ,Windows 10 Pro,,Intel,4,,,T495,14
"Panasonic Toughbook CF-20, Intel m5-6Y57 @1.10GHz, 10.1'' Multi Touch, 8GB, 256GB SSD, WiFi, Bluetooth, Webcam, Rear Cam, Windows 10 Pro (Tablet + Keyboard) (Renewed)",B086JB9VRK,4,1 Lithium ion batteries required. (included),87968,Panasonic,Integrated,,DDR3 SDRAM,2020-03-29,256,Intel HD Graphics 515,PC,,,1920 x 1200,Windows 10,Battery Powered,Intel,2,,,CF-20,10.1
"2020 HP Pavilion 15.6"" FHD IPS Touchscreen Home & Business Laptop, Intel Quad Core i7-8550U Upto 4.0GHz, 16GB RAM, 128GB SSD Boot + 1TB HDD, Backlit Keyboard, HDMI, USB-C, Windows 10, Blue",B07VP3VZ4P,7,1 Lithium ion batteries required. (included),105957,HP,Integrated,Blue,DDR4 SDRAM,2019-07-29,,Intel UHD Graphics 620,PC,14.24 x 9.51 x 0.7 ,HP,1920 x 1080,Windows 10,AC & Battery,Intel,4,14.24 x 9.51 x 0.7 ,1920 x 1080,Pavilion,15.6
"HP EliteBook x360 1040 G6 14"" Touchscreen 2 in 1 Notebook - 1920 x 1080 - Core i7 i7-8665U - 16 GB RAM - 256 GB SSD - Windows 10 Pro 64-bit - Intel UHD Graphics 620 - in-Plane Switching (IPS) Tec",B07YPRXQ2N,,,168764,MISC,Integrated,,Unknown,2019-10-04,16,Intel UHD Graphics 620,,8.5 x 12.7 x 0.7 ,7XF67UT#ABA,1920 x 1080,Windows 10 Home,Battery Powered,,1,8.5 x 12.7 x 0.7 ,,HP EliteBook,14
"MSI GS65 Stealth-002 15.6"" Razor Thin Bezel Gaming Laptop NVIDIA RTX 2070 8G Max-Q, 144Hz 7ms, Intel i7-8750H (6 cores), 32GB, 512GB NVMe SSD, TB3, Per Key RGB, Win 10, Matte Black w/ Gold Diamond cut",B07MKNL71F,3,1 Lithium ion batteries required. (included),51676,MSI,Dedicated,Matte Black with Gold Diamond Cut,Unknown,2019-01-29,512,RTX,,15.08 x 10.24 x 1.16 ,GS65 Stealth-002,1920x1080 ,Windows 10 Home,,Intel,6,15.08 x 10.24 x 1.16 ,,GS65 Stealth-002,15.6
"Dell XPS 9310, Intel Core i7-1165G7 X4 2.83GHz, 16GB RAM, 512GB SSD, 13.4"" UHD+ (3840 x 2400) Touch, Win10, Silver",B08NTCH21H,,1 Lithium ion batteries required. (included),18526,Dell,,Silver,DDR4 SDRAM,2020-11-18,512,12,PC,,9310,3840 x 2400 ,Windows 10,Battery Powered,Intel(R) Iris Xe Graphics,4,,,Dell XPS,13.4
"Dell XPS 15 9500 - 15.6"" FHD Non-Touch Laptop - 10th Generation i5-10300h - 256GB Solid State Drive - 8GB DDR4 – Intel UHD Graphics - Windows 10 Home (Renewed)",B08Q2YV11B,,1 Lithium ion batteries required. (included),,Dell,,,DDR4 SDRAM,2020-12-08,,Intel UHD Graphics,PC,,,1920 x 1200 MP,Windows 10 Home,,Intel,4,,,Dell XPS,15.6
"Razer Blade 15 Gaming Laptop 2019: Intel Core i7-9750H 6 Core, NVIDIA GeForce RTX 2070 Max-Q, 15.6"" FHD 1080p 240Hz, 16GB RAM, 512GB SSD, CNC Aluminum, Chroma RGB Lighting, Thunderbolt 3",B07QYCZ3P5,,1 Lithium ion batteries required. (included),46083,Razer,Dedicated,,,2019-04-20,16,NVIDIA GeForce RTX 2070 Max-Q,PC,13.98 x 0.7 x 9.25 ,RZ09-03017E02-R3U1,1920 x 1080 ,Windows 10,,Intel,6,13.98 x 0.7 x 9.25 ,,Blade 15,15.6
Thomson NEO14A-2BK32 14.11.44GHz Intel Atom X5-Z8350 Quad Core Processor 2GB DDR3 RAM | 32GB HDD Intel HD Graphics Windows 10 Home,B07L9TK9Z4,7,1 Lithium ion batteries required. (included),39547,Thomson,Integrated,Black,DDR3 SDRAM,2018-11-06,32,,Windows,15.5 x 3 x 10.5 ,NEO14A-2BK32,1366 x 768 ,Windows 10 Home,Battery Powered,Intel,4,15.5 x 3 x 10.5 ,,NEO,14.1
"HP 15.6"" HD Laptop, Intel Core i3-8130U Processor, 20GB Memory: 16GB Intel Optane + 4GB RAM, 2TB Hard Drive, Re-Writable DVD Drive, HD Webcam, Bluetooth, USB3.1, HDMI, Windows 10 Home, Blue",B088Q7Z6CY,,1 Lithium ion batteries required. (included),174985,HP,Integrated,Blue,DDR4 SDRAM,2020-05-17,,Intel UHD Graphics 620,PC,14.8 x 9.69 x 0.89 ,15-da089,1366x768 MP,Windows 10,AC & Battery,Intel,2,14.8 x 9.69 x 0.89 ,,15-da089,15.6
"Lenovo ThinkPad X1 Extreme Business Laptop 20MF000DUS 15.6"" 4K/UHD touch screen, Intel 8th Gen i7-8750H, NVIDIA GTX 1050Ti, 32GB RAM, 1TB PCIe NVMe SSD, Windows 10 Pro",B07JRGXKH4,,100 Lithium ion batteries required. (included),89756,Lenovo,Dedicated,,Unknown,2018-10-27,1 TB,NVIDIA GeForce GTX 1050 Ti,,20 x 13 x 3 ,20MF000PUS,,Windows 10 Pro,Battery Powered,Intel,2,20 x 13 x 3 ,,Lenovo Thinkpad,15.6
"Lenovo ThinkPad T580 Notebook | 15.6"" FHD IPS | 1.9 GHz Intel i7-8650U Quad-Core | 16GB RAM | 1TB SSD | Nvidia GF MX150",B07C59M8PL,,1 9V batteries required. (included),193038,Lenovo,Integrated,,DDR3 SDRAM,2018-04-12,16,Nvidia GF MX150,PC,,T580,,Windows 10 Home,,Intel,4,,,ThinkPad T580,15.6
"Acer Predator Helios 300 Ph315-52-71RT 15.6"" Gaming Notebook - 1920 X 1080 - Core i7 i7-9750H - 16 GB RAM - 512 GB SSD - Black - Windows 10 Pro 64-bit - NVIDIA GeForce RTX 2060 with 6 GB - in-PLA",B07SXTTW96,1 days,,100183,Acer,Dedicated,,Unknown,2019-09-01,1,NVIDIA GeForce RTX 2060,Unknown,,NH.Q54AA.002,1920 x 1080,Unknown,,Unknown,1,,,Acer Predator Series,15.6
"Dell Latitude 5511 15.6"" Notebook - HD - 1366 x 768 - Core i5 i5-10300H 10th Gen 2.5GHz Quad-core (4 Core) - 8GB RAM - 256GB SSD",B08B9QD9ND,,,173172,Dell,Integrated,,,2020-06-16,256,,PC,9.3 x 14.14 x 0.98 ,5511,1366 x 768 ,Windows 10 Pro,,Intel,1,9.3 x 14.14 x 0.98 ,,VVGGR,15.6
"Acer Predator Helios 300 15.6"" Full HD Gaming Laptop PC, Intel Core i7-7700HQ, NVIDIA GeForce GTX 1060, 32GB RAM, 256GB SSD, MicroSD Card Reader, Backlit Keyboard, Windows 10",B074115BLR,,1 Lithium ion batteries required.,64357,Acer,Dedicated,,SDRAM,2017-07-11,256,NVIDIA GeForce GTX 1060,,15.3 x 10.5 x 1.1 ,acer-helios-300,,Windows 10 Home,Battery Powered,Intel,4,15.3 x 10.5 x 1.1 ,,Acer Predator Series,15.6
"Dell Latitude 3000 3310 13.3"" Touchscreen 2 in 1 Notebook - 1920 x 1080 - Core i5 i5-8365U - 8 GB RAM - 256 GB SSD - Windows 10 Pro 64-bit - Intel UHD Graphics 620 - in-Plane Switching (IPS) Tech",B089T4F2HH,,,112313,Dell,Integrated,,DDR4 SDRAM,2020-06-08,256,Intel UHD Graphics 620,,8.88 x 12.62 x 0.77 ,3310,1920 x 1080,Windows 10 Pro (English/French/Spanish),Battery Powered,Intel,1,8.88 x 12.62 x 0.77 ,1920 x 1080,DJT6M,13.3
"Dell Latitude 5410 14"" Notebook - Full HD - 1920 x 1080 - Core i5 i5-10310U 10th Gen 1.7GHz Hexa-core (6 Core) - 8GB RAM - 256GB SSD",B08BB386BX,,,46359,Dell,Integrated,,,2020-06-16,256,Intel UHD Graphics 620,PC,8.5 x 12.72 x 0.83 ,5410,1920 x 1080 ,Windows 10 Pro,,Intel,1,8.5 x 12.72 x 0.83 ,,F2XDC,14
"Dell Latitude 9410 14"" 2 in 1 Notebook - Intel Core i5 i5-10210U 1.6GHz",B08B3Z8GNQ,,,160852,Dell,,,,2020-06-12,,,,,0,,,,Intel,,,,Dell Latitude,14
"MSI GP65 Leopard 9SD-226 15.6"" 144Hz 3ms Gaming Laptop, Intel Core i7-9750H, NVIDIA GTX 1660Ti, 16GB, 512GB NVMe SSD, Win10",B07WC92ZG5,,,130454,MSI,Dedicated,,SODIMM,2019-08-08,512,NVIDIA GeForce GTX 1660Ti,PC,14.08 x 9.76 x 1.08 ,GP65 Leopard 9SD-226,1920 x 1080,Windows 10,AC & Battery,Intel,6,14.08 x 9.76 x 1.08 ,1920 x 1080,GP65 Leopard 9SD-226,15.6
"Dell Precision 5540 Mobile Workstation - 15.6"" Ultrasharp UHD (3840 x 2160) IGZO4 Touch Display - 2.6Ghz Intel Core i7-9850H 6 Core - 16GB - 512GB SSD - Quadro T2000 4GB GDDR5 - Win10 pro",B086WLWDVH,,1 9V batteries required. (included),72946,Dell,Dedicated,Carbon Black,DDR4 SDRAM,2020-04-08,512,Nvidia Quadro T2000 w/4GB GDDR 5,PC,14 x 9.2 x 0.44 ,5540,3840x2160 ,Windows 10 Pro,,Intel,6,14 x 9.2 x 0.44 ,,Precision 5540,15.6
"Aorus X5 v7-KL3K3D 15.6"" Notebook IPS WQHD+ 7th Gen Intel i7-7820HK, GeForce GTX 1070 8GB, 16GB DDR4, 256GB SSD Win 10 Slim and Light Gaming Laptop",B07123ZNTY,,,133356,Gigabyte,"Integrated, Dedicated",,Unknown,2017-05-26,256,NVIDIA GeForce GTX 1070,,15.35 x 10.71 x 0.9 ,X5 V7-KL3K3D,2880 x 1620 ,Windows 10 Home,,Intel,2,15.35 x 10.71 x 0.9 ,,X5 v7-KL3K3D,15.6
"Apple MacBook Air MD760LL/A Intel Core i5-4250U X2 1.3GHz 8GB 128GB SSD 13.3in, Silver (Renewed)",B072K4LJKK,,1 Lithium Polymer batteries required. (included),10982,Apple,Integrated,Silver,DDR3 SDRAM,2017-06-09,128,Intel HD Graphics 5000,Mac,8.9 x 12.8 x 0.7 ,MacBook Air A1465,1440x900 ,Mac OS X,,Intel,2,8.9 x 12.8 x 0.7 ,1280 x 800,MacBook Air,13.3
"Lenovo 20LD001FUS Thinkpad X1 Yoga 20LD 14"" Flip Design Notebook - Windows - Intel Core i7 1.9 GHz - 16 GB RAM - 512 GB SSD, Black",B079LF6RCV,6,1 Lithium ion batteries required. (included),66777,Lenovo,Integrated,Black,Unknown,2018-02-07,512,Intel UHD Graphics 620,Windows,13.1 x 9 x 0.7 ,20LD001FUS,2560 x 1440 ,Windows 10 Pro,,Intel,4,13.1 x 9 x 0.7 ,2560x1440,Lenovo Thinkpad Yoga,14
"HP EliteBook x360 830 G6 13.3"" Touchscreen 2 in 1 Notebook - 1920 x 1080 - Core i5 i5-8365U - 8 GB RAM - 32 GB Optane Memory - 256 GB SSD - Windows 10 Pro 64-bit - Intel UHD Graphics 620 - Bright",B07SRXFP5M,,,173052,MISC,Integrated,,Unknown,2019-06-30,256,Intel UHD Graphics 620,,8.5 x 12.1 x 0.7 ,7MS68UT,1920 x 1080,Windows 10 Home,Battery Powered,,1,8.5 x 12.1 x 0.7 ,,HP EliteBook,13.3
"Dell Latitude 7400 Laptop - 14.0"" FHD AG Touch Display W/ IR Cam - 1.9 GHz Intel Core i7-8665U Quad-Core - 256GB SSD - 16GB - Windows 10 pro",B07SKPVMC8,,1 9V batteries required. (included),,Dell,Integrated,,DDR4 SDRAM,2020-11-05,256,Intel UHD Graphics 620,PC,,88948099999,1920 x 1080 ,Windows 10 Pro,,Intel,4,,,Latitude 7400,14
"HP 13.3"" EliteBook x360 830 G7 Multi-Touch 2-in-1 Laptop, Intel Core i5-10310U, 16GB RAM, 512GB SSD + 32GB Optane Memory, Windows 10 Pro (1D3F1UT#ABA)",B08MBJ67MV,,1 Lithium ion batteries required. (included),131686,HP,Integrated,,DDR4 SDRAM,2020-10-30,512,Integrated Intel UHD Graphics,PC,,1D3F1UT#ABA,1920 x 1080 ,Windows 10 Pro,,Intel Core i5-10310U,1,,1920 x 1080,EliteBook x360 830 G7,13.3
